id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,kfold
2778,Slippers,4.4,Women,Flipkart,331,499,33.67%,53.0,7.0,37.0,8.0,4.0,2,2,0,1
19835,Amazon Brand - Symbol Men's Canvas Sneakers,3.8,,Amazon,849,899,5.56%,,,,,12.0,20,49,1,4
10065,bold IDP Sneakers For Men  (White),4.3,Men,Flipkart,2279,3799,40.01%,68.0,9.0,44.0,11.0,5.0,3,5,1,4
13900,Derby For Men  (Tan),4.0,,Flipkart,1649,6599,75.01%,,,,,28.0,15,28,1,4
10650,Slides,4.1,Women,Flipkart,299,599,50.08%,86.0,14.0,40.0,21.0,19.0,3,3,1,4
9451,Trending Sneakers For Men's Casual Boxer Shoes Black High Tops For Men  (Black),4.0,Men,Flipkart,249,599,58.43%,3150.0,339.0,1778.0,441.0,375.0,195,361,1,3
5039,Formal Shoe For Men  (Brown),4.2,Men,Flipkart,1878,2699,30.42%,3624.0,522.0,2004.0,924.0,312.0,129,255,1,4
11822,"Women-11028 Sports Shoes, Running Shoes For Women,Cricket Shoes,Loafers,Sneakers,Casual Shoes,Comfortable For Women'S Loafers For Women  (Blue)",3.2,Women,Flipkart,348,998,65.13%,53.0,4.0,19.0,7.0,6.0,7,14,1,1
21,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,495,566,20.64%,368.0,68.0,238.0,118.0,23.0,8,7,1,4
12014,Women Copper Wedges Sandal,4.0,Women,Flipkart,474,999,52.55%,90.0,12.0,46.0,21.0,10.0,6,7,1,1
81,"Mirror Thread Work Jutti Jutis For Women  (Gold, Black)",3.8,Women,Flipkart,178,553,46.89%,335.0,47.0,171.0,42.0,8.0,33,98,0,2
10473,Outdoors For Men  (Grey),3.6,Men,Flipkart,360,999,63.96%,12200.0,1488.0,5486.0,1849.0,1668.0,1039,2158,1,4
4749,Awesome Slip On For Men  (Blue),3.8,,Flipkart,1603,2290,30.00%,,,,6.0,1.0,3,3,0,0
15119,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77%,366.0,35.0,196.0,83.0,36.0,18,33,1,0
20730,Women Peach Bellies Bellies For Women  (Pink),4.0,,Flipkart,304,1199,74.65%,,,,,,14,30,0,4
7881,Men Tan Casual Sandal,3.8,Men,Flipkart,428,999,57.16%,16210.0,1945.0,7660.0,3114.0,2269.0,1225,1942,1,3
15430,Jutis For Women  (Blue),3.8,Women,Flipkart,258,499,48.30%,45.0,8.0,24.0,3.0,8.0,5,5,0,4
235,"Elasto-01 Blue Sports Shoes,Athleisure Sports,Walking Shoes,Socks Upper,Flyknit Shoes,Easyware,Slip-on Shoes, Running Shoes For Women  (Blue)",3.7,Women,Flipkart,796,1400,43.03%,108.0,21.0,53.0,21.0,25.0,4,13,1,2
7386,FLEX-O-ASTRO Training & Gym Shoes For Men  (Grey),4.2,Men,Flipkart,2000,3999,49.99%,98.0,15.0,54.0,26.0,7.0,1,10,1,0
9401,casual for men sneaker shoes high top shoes stylish High Tops For Men  (Blue),4.1,Men,Flipkart,470,999,52.95%,6001.0,732.0,3636.0,880.0,598.0,296,591,1,0
16472,Men Navy Sports Sandal,4.2,Men,Flipkart,440,499,11.82%,17032.0,2103.0,9223.0,4216.0,1889.0,614,1090,1,2
18349,Men Ethnic Velvet Mojaris Mojaris For Men  (Blue),4.3,Men,Flipkart,270,799,66.21%,15.0,6.0,11.0,1.0,1.0,1,1,0,0
6368,PERRY (L) Running Shoes For Women  (Black),4.1,Women,Flipkart,649,699,7.15%,954.0,158.0,458.0,299.0,107.0,37,53,1,4
4044,Formal Shoe For Men  (Black),4.0,Men,Flipkart,1491,2699,44.76%,2883.0,419.0,1438.0,757.0,324.0,110,254,1,4
16135,Oxford For Men  (Tan),4.2,,Flipkart,1574,6299,75.01%,,,,91.0,25.0,18,20,1,2
5630,casual for men sneaker shoes high top shoes stylish High Tops For Men  (Beige),4.1,Men,Flipkart,470,999,52.95%,5999.0,732.0,3635.0,879.0,598.0,296,591,1,1
2508,Men Green Sandal,4.0,Men,Flipkart,1598,2695,40.71%,436.0,34.0,216.0,104.0,48.0,20,48,1,1
8064,Shoes For Women Sneakers For Women  (Grey),4.1,Women,Flipkart,399,799,50.06%,1876.0,323.0,1060.0,379.0,200.0,77,160,0,3
4178,Women Black Wedges Sandal,3.9,Women,Flipkart,549,999,45.05%,322.0,50.0,154.0,68.0,47.0,19,34,0,1
7554,OMEGA Running Shoes For Men  (Red),4.0,Men,Flipkart,474,999,52.55%,131.0,17.0,72.0,25.0,12.0,11,11,1,3
489,Boots For Women  (Blue),4.3,,Flipkart,475,851,55.06%,,,,83.0,101.0,3,77,1,0
11019,Stride evo IDP Running Shoes For Men  (Green),4.3,Men,Flipkart,1469,3499,58.02%,7554.0,1101.0,4404.0,1891.0,638.0,192,429,1,3
7891,Drift Cat 5 Core Sneakers For Women  (White),5.0,,Flipkart,5998,5999,0.02%,,,,,0.0,0,0,1,0
11453,"Jutis For Women  (Orange, Beige)",3.3,Women,Flipkart,388,499,22.24%,16.0,1.0,5.0,4.0,2.0,1,4,0,0
5476,"Men's Stylish Slip-on, style Casual Jutti And Nagra Jutis For Men  (Brown)",4.2,Men,Flipkart,458,999,54.15%,21.0,3.0,11.0,6.0,2.0,1,1,1,0
19123,RUNNING SHOES FOR MAN Running Shoes For Men  (Black),4.2,Men,Flipkart,398,999,60.16%,203.0,29.0,124.0,31.0,23.0,12,13,0,1
12387,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers Sneakers For Men  (Grey)",4.0,Men,Flipkart,549,599,8.35%,47427.0,7254.0,24210.0,10788.0,5941.0,2302,4186,1,4
6271,"Blackwood n Running shoes, Gym Shoes, Training shoes, Walking Shoes Running Shoes For Men  (Black, Red)",3.8,Men,Flipkart,419,999,58.06%,10615.0,1369.0,5247.0,1762.0,1398.0,738,1470,1,2
9286,Women Beige Wedges Sandal,4.1,Women,Flipkart,404,999,59.56%,77.0,17.0,39.0,16.0,13.0,6,3,1,0
17005,Men's Brown Plain Derby Semi Casual Shoes Derby For Men  (Brown),4.0,Men,Flipkart,741,2249,67.05%,51.0,4.0,26.0,11.0,5.0,5,4,0,4
9518,Slides,3.9,Women,Flipkart,284,499,43.09%,236.0,29.0,105.0,68.0,21.0,18,24,1,0
18595,"Women Grey, Beige Heels Sandal",4.2,Women,Flipkart,599,999,40.04%,66.0,9.0,41.0,13.0,3.0,4,5,1,4
2252,Nike Revolution 5 Women's Running Shoe Running Shoes For Women  (White),3.9,Women,Flipkart,2313,3695,37.40%,34.0,4.0,11.0,11.0,6.0,1,2,1,3
5851,Slides,3.8,Men,Flipkart,999,1999,50.03%,1214.0,130.0,577.0,257.0,142.0,61,177,1,1
11587,Women Red Heels Sandal,4.1,Women,Flipkart,569,999,43.04%,66.0,6.0,36.0,13.0,8.0,4,5,1,4
1458,Slippers,3.4,,Flipkart,249,499,50.10%,,2.0,,,4.0,3,4,0,2
8941,Canvas Shoes For Men  (Navy),3.7,Men,Flipkart,399,999,60.06%,282.0,34.0,134.0,48.0,29.0,25,46,1,0
1515,Men Black Sandal,3.8,Men,Flipkart,549,999,45.05%,566.0,83.0,233.0,158.0,60.0,47,68,0,2
12946,Women Beige Wedges Sandal,4.1,Women,Flipkart,474,999,52.55%,79.0,12.0,39.0,26.0,6.0,2,6,1,1
11746,Oxford For Men  (Black),4.1,Men,Flipkart,1649,5499,70.01%,370.0,42.0,187.0,103.0,36.0,11,33,1,3
1694,"Men Brown, Tan Sandal",3.7,Men,Flipkart,474,999,52.55%,585.0,60.0,299.0,80.0,59.0,44,103,0,2
20188,"Running Shoe, Gym, Walking Daily Wear Running Shoes For Men  (Orange)",4.0,Men,Flipkart,379,999,62.06%,169.0,18.0,93.0,31.0,16.0,17,12,1,1
10190,"Blush-22 Canvas shoes for ladies | sneakers for women | Casual shoes for girls stylish latest design new fashion | Lace up lightweight navy shoes for running, walking, gym, trekking & party For Women  (Navy, Pink)",4.1,Women,Flipkart,331,499,33.67%,531.0,69.0,278.0,131.0,61.0,23,38,1,4
11271,Women Black Bellies Sandal,4.1,Women,Flipkart,269,999,73.07%,1659.0,260.0,887.0,367.0,204.0,101,97,0,3
6813,SL-138 Casuals For Women  (White),4.1,,Flipkart,496,625,20.64%,,,,,51.0,11,26,1,2
19126,"Women SL-165 Navy Blue Pink Walking Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,899,999,10.01%,400.0,54.0,225.0,109.0,35.0,9,22,1,1
6584,Flip Flops,3.8,Men,Flipkart,151,499,69.74%,25.0,2.0,12.0,4.0,5.0,1,3,0,3
10362,Women Red Flats Sandal,4.0,Women,Flipkart,289,299,3.34%,84.0,10.0,43.0,18.0,8.0,10,5,0,0
5293,Women Silver Flats Sandal,3.9,Women,Flipkart,289,699,58.66%,125.0,15.0,62.0,27.0,16.0,6,14,1,2
20117,Perfect Stylish Girls Casual Sneakers For Women  (White),3.3,Women,Flipkart,391,999,60.86%,6.0,0.0,4.0,0.0,1.0,0,2,0,4
14034,Combo Women Pack of 2 Sneakers With Sports Shoes Sneakers For Women  (Multicolor),3.9,Women,Flipkart,609,998,38.98%,550.0,86.0,245.0,133.0,79.0,36,57,1,0
7570,"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sports Shoes, Running Shoes For Men,Cricket Shoes,Hocket Shoes,Vollyboll Shoes,Hiking Shoes,Casual Shoes,Football Shoes, Badminton Shoes,Basketball Shoes,Gym Shoes, Trekking Shoes,Juta, Tennis Shoe, Light Weight Comfortable Shoes For Men'S/Boy'S Casuals For Men  (Red)",3.7,Men,Flipkart,367,499,26.45%,20340.0,2276.0,9797.0,3043.0,2598.0,1521,3381,1,2
6100,Affordable Range of Stylish Casual Loafers Loafers For Women  (Blue),4.0,Women,Flipkart,328,499,34.27%,51.0,7.0,26.0,10.0,7.0,4,4,1,4
18115,Women Black Wedges Sandal,4.4,Women,Flipkart,425,499,14.83%,149.0,23.0,93.0,31.0,14.0,7,4,0,4
16331,"Sneaker-03 Black Red Running shoes for boys |sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes Lace Up For Men  (Black, Red)",4.1,Men,Flipkart,854,1499,43.03%,2859.0,493.0,1552.0,659.0,283.0,128,237,1,4
7692,Synthetic Leather Casual Boots Shoes For Women Boots For Women  (Black),4.4,Women,Flipkart,398,999,60.16%,36.0,3.0,23.0,5.0,6.0,2,0,0,4
8808,Walking Shoes For Women  (Grey),4.1,Women,Flipkart,499,999,50.05%,6205.0,900.0,3158.0,1527.0,773.0,303,440,1,4
11895,Jutis For Women  (Yellow),3.9,Women,Flipkart,199,499,60.12%,,,197.0,50.0,,25,43,0,4
17312,Women Multicolor Flats Sandal,3.3,Women,Flipkart,499,1497,66.67%,56.0,8.0,20.0,9.0,6.0,9,12,1,4
19093,Climber Boots For Men  (Beige),4.0,Men,Flipkart,499,999,50.05%,60107.0,7501.0,33445.0,9311.0,6841.0,3551,6959,1,2
16000,"Longwalk Women Latest Collection Sneakers Shoes | Casual Style | Trending Shoes for Girl's| Combo (Pack of 2) | Light Weight Breathable Walking, Gym, Yoga | Multi Colors",3.8,Women,Amazon,519,647,19.78%,39.0,22.0,11.0,8.0,11.0,32,38,0,4
20743,Wmns Zoom Winflo 4 Walking Shoes For Women  (Black),4.3,Women,Flipkart,3666,7995,54.15%,81.0,8.0,53.0,17.0,3.0,2,6,1,3
9045,BMW MMS Drift Cat 7 Ultra Sneakers For Women  (White),4.2,Women,Flipkart,3849,6999,45.01%,5.0,2.0,3.0,0.0,2.0,0,0,1,0
5903,NASA Running Shoes For Men  (Blue),4.2,Men,Flipkart,1298,1699,23.60%,7939.0,1311.0,4608.0,1855.0,696.0,261,519,1,1
11858,Denill Women's Sneaker,3.8,Women,Amazon,449,449,0.00%,146.0,69.0,15.0,3.0,15.0,25,42,0,1
7350,Women Multicolor Flats Sandal,4.2,Women,Flipkart,474,1498,68.36%,34.0,8.0,17.0,5.0,10.0,0,0,1,1
10186,Ankle Strap Bellies Formal Texture Striped Casuals For Office And Parties Bellies For Women  (Black),4.4,Women,Flipkart,399,899,55.62%,181.0,18.0,113.0,41.0,15.0,6,6,1,1
18441,Red Chief Men's Blue Leather Casual Shoes (RC3504 002),3.9,Men,Amazon,1726,3799,54.57%,846.0,541.0,12.0,6.0,11.0,22,49,1,0
7707,Stylish Flat Mules for women Bellies For Women  (White),4.0,Women,Flipkart,225,699,67.81%,2272.0,323.0,1117.0,536.0,305.0,130,182,1,3
12947,Casual Sneakers Shoes For Men Sneakers For Men  (White),4.0,Men,Flipkart,399,999,60.06%,2465.0,274.0,1408.0,407.0,258.0,137,255,0,1
10106,Women Black Bellies Bellies For Women  (Black),3.9,Women,Flipkart,239,699,65.81%,131.0,24.0,68.0,20.0,19.0,11,13,0,0
18747,"Combo Pack Of 3 Casual Shoes Slip On Sneakers For Men  (Navy, Maroon, Blue)",3.9,Men,Flipkart,632,2999,78.93%,818.0,109.0,416.0,149.0,111.0,59,83,1,2
7289,Outdoor Shoe For Men  (Brown),4.4,Men,Flipkart,2518,3895,35.35%,8694.0,1392.0,5924.0,1428.0,527.0,214,601,1,0
12927,HARMONY PRO LP Running Shoes For Men  (Grey),4.1,Men,Flipkart,2000,3999,49.99%,1396.0,201.0,727.0,345.0,145.0,61,118,1,3
10238,Women Grey Heels Sandal,4.5,Women,Flipkart,569,999,43.04%,101.0,11.0,68.0,16.0,6.0,3,3,1,0
1904,For Men  (Black),3.9,,Flipkart,315,499,36.87%,,,,,211.0,101,156,0,0
18818,Bellies For Women  (Multicolor),3.7,Women,Flipkart,449,999,55.06%,16.0,2.0,8.0,3.0,1.0,0,4,0,1
8107,Running Shoes For Men  (Green),4.0,Men,Flipkart,399,999,60.06%,72.0,6.0,42.0,7.0,10.0,7,6,0,2
8236,Boots For Women  (Brown),4.2,Women,Flipkart,4180,6999,40.28%,60.0,10.0,36.0,13.0,6.0,2,4,1,4
17841,Flip Flops,4.1,Women,Flipkart,499,999,50.05%,66.0,10.0,34.0,17.0,8.0,2,5,1,2
18529,"Combo Pack of 2 Casual Shoes (Loafers Shoes) Slip On Sneakers For Men  (Navy, Blue)",3.7,Men,Flipkart,399,998,60.02%,686.0,110.0,321.0,112.0,96.0,50,107,1,1
4948,Women Black Flats Sandal,4.2,Women,Flipkart,299,599,50.08%,3414.0,471.0,1881.0,814.0,423.0,125,171,1,0
12740,Slides,4.3,Women,Flipkart,249,999,75.08%,36.0,5.0,24.0,5.0,4.0,1,2,0,1
12756,Running Shoes For Men  (Black),3.8,Men,Flipkart,349,999,65.07%,2175.0,223.0,1100.0,297.0,284.0,169,325,1,2
9597,Training & Gym Shoes For Women  (Black),4.4,Women,Flipkart,3704,5995,38.22%,15.0,1.0,10.0,2.0,2.0,1,0,1,3
14017,Women Beige Flats Sandal,3.9,Women,Flipkart,331,999,66.87%,578.0,72.0,253.0,143.0,106.0,33,43,1,4
4833,Wmns Court Royale Ac Sneakers For Women  (Black),4.3,Women,Flipkart,2205,4495,50.95%,249.0,29.0,155.0,51.0,16.0,7,20,1,2
10571,SOLAR FUSE Walking Shoes For Men  (Navy),4.2,Men,Flipkart,2699,5999,55.01%,347.0,40.0,221.0,62.0,25.0,7,32,1,0
19597,Women Black Wedges Sandal,4.2,Women,Flipkart,251,279,10.04%,3048.0,487.0,1746.0,679.0,348.0,114,161,1,1
467,"Women Green, White Flats Sandal",3.8,Women,Flipkart,331,1184,75.08%,516.0,55.0,268.0,97.0,37.0,59,51,1,2
3702,Women Beige Wedges Sandal,4.0,Women,Flipkart,499,999,50.05%,80.0,10.0,42.0,17.0,12.0,2,8,1,3
3080,"168 Smart Red Lace-Ups Casuals for Men Sneakers For Men  (Red, Black)",4.0,,Flipkart,236,499,52.71%,,,,4292.0,,1694,3130,1,4
19843,Designer Loafers For Men  (Blue),4.1,Men,Flipkart,231,499,53.71%,3594.0,500.0,1945.0,717.0,453.0,175,304,0,4
9420,Slippers,4.5,Women,Flipkart,599,999,40.04%,39.0,6.0,25.0,10.0,3.0,0,1,1,2
15356,Gail Running Shoes For Women  (White),4.1,Women,Flipkart,699,1699,58.86%,4324.0,637.0,2393.0,893.0,489.0,219,330,1,1
14977,"Women Navy, Beige Sports Sandal",4.3,Women,Flipkart,1049,3795,72.36%,85.0,6.0,50.0,19.0,10.0,5,1,1,2
14623,Icon star V2 IDP Sneakers For Men  (White),4.1,Men,Flipkart,1649,3299,50.02%,1864.0,257.0,1049.0,423.0,159.0,64,169,1,3
15384,Brown Daily wear punjabi Jutis For Women  (Brown),4.0,Women,Flipkart,395,599,34.06%,228.0,49.0,122.0,49.0,21.0,14,22,0,0
11905,Bellies For Women  (Black),3.6,Women,Flipkart,399,999,60.06%,11.0,3.0,5.0,3.0,0.0,0,3,0,2
19160,"Wmns Revolution 4 Running Shoes For Women  (Black, Green)",4.4,Women,Flipkart,2209,3695,40.22%,1092.0,123.0,682.0,291.0,67.0,12,39,1,3
8674,"Women Red, Blue Wedges Sandal",3.7,Women,Flipkart,246,899,72.64%,157.0,14.0,64.0,38.0,20.0,14,21,1,2
8642,Walking Shoes For Women  (White),4.3,Women,Flipkart,1559,5199,70.01%,119.0,15.0,71.0,32.0,6.0,5,5,1,0
4016,patent Party wear shoes Slip On For Men  (Red),3.9,Men,Flipkart,529,999,47.05%,64.0,14.0,34.0,9.0,8.0,6,7,1,2
10405,Men's Golden Silk Sherwani Jutti Jutis For Men  (Gold),4.0,Men,Flipkart,499,799,37.55%,118.0,11.0,63.0,24.0,13.0,6,12,0,1
6314,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Blue),4.0,Women,Flipkart,299,499,40.08%,1102.0,184.0,535.0,268.0,163.0,53,83,1,4
8747,Slides,4.0,Women,Flipkart,449,999,55.06%,402.0,61.0,195.0,96.0,51.0,22,38,0,4
15635,"Women Black, Red Sports Sandal",3.8,Women,Flipkart,569,949,40.04%,179.0,26.0,85.0,37.0,21.0,11,25,0,3
480,Jalsa Nagra Jutti Mojaris For Men Mojaris For Men  (Black),4.0,Men,Flipkart,381,500,29.86%,698.0,82.0,325.0,143.0,30.0,49,87,0,0
8076,"Pacer Wn Sneakers For Women  (Grey, Blue)",4.2,Women,Flipkart,1650,3299,49.98%,132.0,16.0,70.0,37.0,10.0,10,5,1,4
9063,Mesh Casual Sneakers Shoes Boys Snekers Walking Shoes For Men  (White),4.5,Men,Flipkart,599,649,7.70%,24.0,7.0,17.0,4.0,2.0,0,1,1,4
16243,Boots For Women's Boots For Women  (White),4.3,Women,Flipkart,499,999,50.05%,20.0,4.0,13.0,4.0,1.0,1,1,0,0
7489,Slippers,3.7,Men,Flipkart,169,499,66.13%,131.0,16.0,70.0,17.0,10.0,7,27,0,2
9652,Girls Canvas Heel Sneakers For Women  (Red),4.0,Women,Flipkart,599,649,7.70%,14575.0,2331.0,7764.0,3040.0,1768.0,662,1341,1,2
11175,"Women's ES-9 Socks Sneakers, Sports Wear, Ultra-lightweight, Breathable, Walking, Running, Casual Athleisure, Knitted Sock Shoes (Without Laces) Slip On Sneakers For Women  (Grey)",4.4,Women,Flipkart,792,999,20.72%,26.0,1.0,14.0,9.0,2.0,1,0,1,3
16384,FOOT TRECK Men's Black Formal Men Genuine Leather Semi Casual Party wear Shoes Slip on Slip On For Men  (Black),4.7,Men,Flipkart,647,1899,65.93%,3.0,0.0,2.0,1.0,0.0,0,0,0,1
2688,Wedges For Women  (Blue),4.1,Women,Flipkart,307,999,69.27%,11.0,2.0,6.0,2.0,1.0,2,0,0,1
13501,QUICKSPIKE W Walking Shoes For Women  (Yellow),4.3,Women,Flipkart,1492,3799,60.73%,114.0,17.0,60.0,40.0,4.0,5,5,1,4
15235,High Top Girls Canvas Heel Sneakers Canvas Shoes For Women  (Black),4.1,Women,Flipkart,449,999,55.06%,602.0,92.0,322.0,131.0,74.0,33,42,1,1
14806,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Pink)",4.3,Women,Flipkart,365,999,63.46%,561.0,87.0,356.0,103.0,46.0,22,34,0,3
7619,Flip Flops,3.3,Women,Flipkart,169,499,66.13%,4.0,1.0,1.0,1.0,0.0,2,0,0,3
17437,Inklenzo Men's White Sneakers Running and outdoor Gym Walking Daily Wear Shoes Dancing Shoes For Men  (White),4.0,Men,Flipkart,569,999,43.04%,706.0,79.0,412.0,96.0,78.0,35,85,1,3
13642,Bellies For Women  (Blue),4.1,Women,Flipkart,378,1499,74.78%,275.0,41.0,133.0,85.0,26.0,13,18,1,0
10004,REFINE ADAPT Running Shoes For Women  (Grey),4.1,Women,Flipkart,1615,3999,59.61%,148.0,11.0,85.0,29.0,15.0,6,13,1,0
9459,Stylish Casual Sports Shoe Casuals For Women  (White),4.2,Women,Flipkart,685,999,31.43%,375.0,59.0,215.0,81.0,36.0,15,28,0,1
11855,Jutis For Women  (Multicolor),3.8,Women,Flipkart,299,999,70.07%,346.0,53.0,165.0,65.0,47.0,26,43,0,3
18779,Slippers,4.2,Women,Flipkart,255,599,57.43%,11.0,1.0,6.0,3.0,1.0,0,1,0,1
19346,Stylish Casual Party wear Light weight jutti For Men  (Black),3.9,Men,Flipkart,425,999,57.46%,469.0,53.0,256.0,71.0,54.0,24,64,0,2
2931,CITY RUNNER Running Shoe For Women  (Navy),4.4,Women,Flipkart,1442,3599,59.93%,94.0,5.0,55.0,28.0,6.0,3,2,1,4
9204,NUM0007 Monk Strap For Men  (Tan),4.0,Men,Flipkart,460,799,42.43%,46.0,6.0,30.0,3.0,3.0,4,6,0,3
19154,Loafers For Men  (Brown),4.2,Men,Flipkart,547,999,45.25%,1501.0,170.0,930.0,259.0,123.0,68,121,0,2
15788,mid heel ankle Boots For Women  (Tan),4.8,Women,Flipkart,2708,6099,55.60%,5.0,1.0,4.0,1.0,0.0,0,0,0,4
14089,Synthetic Leather Casual Partywear Boots Casaul Shoes For Women's And Girls Boots For Women  (Beige),4.2,Women,Flipkart,446,999,55.36%,512.0,77.0,279.0,124.0,53.0,19,37,1,3
1000,By Bata NEW BOUNCE SLIP O Slip On For Men  (Brown),4.2,Men,Flipkart,2489,3699,32.71%,538.0,89.0,290.0,149.0,53.0,15,31,1,3
10605,Stylish Lace Up For Women  (Black),2.6,Women,Flipkart,449,1299,65.43%,7.0,0.0,1.0,1.0,1.0,2,2,0,1
5048,Slippers,3.8,Women,Flipkart,349,599,41.74%,587.0,73.0,275.0,127.0,63.0,36,78,0,2
17615,Men Navy Sandal,4.1,Men,Flipkart,509,599,15.03%,3142.0,482.0,1573.0,905.0,374.0,130,160,0,2
16319,ARYA - DIFFERENT EDGE Bellies For Women  (Pink),4.1,Women,Flipkart,2794,4299,35.01%,167.0,24.0,94.0,39.0,12.0,6,15,1,2
6973,Zod Runner V3 IDP Running Shoes For Men  (White),4.1,Men,Flipkart,1799,3999,55.01%,27353.0,3083.0,14957.0,6256.0,2675.0,1180,2285,1,4
18435,CRYSTA Running Shoes For Men  (Black),4.2,Men,Flipkart,839,1049,20.02%,,,11192.0,4505.0,2003.0,756,1316,1,3
6109,CITY RUNNER Running Shoe For Women  (Navy),4.4,Women,Flipkart,1442,3599,59.93%,94.0,5.0,55.0,28.0,6.0,3,2,1,3
16456,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,368.0,68.0,201.0,79.0,51.0,11,26,1,3
11543,Lightweight Gymwear Sport Shoes Running Shoes For Women  (Multicolor),4.5,Women,Flipkart,449,999,55.06%,28.0,9.0,19.0,5.0,1.0,1,1,0,0
12096,Colombo Oxford For Men  (Black),3.8,Men,Flipkart,3295,5990,44.99%,45.0,4.0,25.0,5.0,4.0,3,8,1,2
9092,Men's Brown Jalsa Traditional Leather jutti Mojari Mojaris For Men  (Brown),3.0,Men,Flipkart,270,699,61.37%,6.0,1.0,2.0,0.0,1.0,2,1,0,2
4255,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 1 Bellies For Women  (Blue)",3.8,Women,Flipkart,249,499,50.10%,128.0,15.0,63.0,22.0,16.0,6,21,0,3
15041,Best quality Pure Leather Formal Shoes For Men Slip On For Men  (Black),3.6,Men,Flipkart,506,1499,66.24%,22.0,3.0,11.0,2.0,4.0,0,5,0,1
11684,Trenzo Wn s II IDP Training & Gym Shoes For Women  (Beige),4.3,Women,Flipkart,1709,2999,43.01%,81.0,12.0,47.0,20.0,6.0,2,4,1,4
1913,Women Tan Flats Sandal,3.9,Women,Flipkart,389,749,48.06%,228.0,43.0,124.0,35.0,28.0,15,26,1,3
17205,Nike Air Zoom Winflo 6Women's Running Shoe Running Shoes For Women  (Black),4.3,Women,Flipkart,5037,7995,37.00%,43.0,6.0,26.0,11.0,1.0,2,3,1,2
8303,Slippers Flip Flops,3.9,Men,Flipkart,329,999,67.07%,9515.0,1052.0,5078.0,1618.0,1160.0,581,1078,0,2
7457,HHM Sneakers For Men  (Black),4.2,Men,Flipkart,601,999,39.84%,46.0,5.0,27.0,8.0,5.0,5,1,0,3
17292,Hush Puppies Black Leather Shoes For Men Slip On For Men  (Black),4.4,,Flipkart,2749,2999,8.34%,,,,,2.0,1,0,0,1
11330,GO RUN FAST-FLOAT Running Shoes For Women  (White),4.7,Women,Flipkart,3574,5499,35.01%,20.0,4.0,16.0,3.0,0.0,0,1,1,3
9193,Women Black Heels Sandal,4.0,Women,Flipkart,439,839,47.68%,66.0,16.0,35.0,14.0,7.0,3,7,0,4
5158,"Ladies Inner High Heel Sports Leisure Lace Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women  (White)",4.4,Women,Flipkart,990,999,0.90%,1568.0,303.0,1072.0,285.0,109.0,32,70,1,2
4433,Men's Synthetic Leather Long Boots Boots For Men  (Brown),3.6,Men,Flipkart,589,999,41.04%,52.0,10.0,24.0,9.0,5.0,4,10,0,3
17315,Women Red Heels Sandal,3.8,Women,Flipkart,499,999,50.05%,96.0,16.0,43.0,25.0,9.0,6,13,0,3
19280,Women Gold Wedges Sandal,3.3,Women,Flipkart,569,999,43.04%,43.0,5.0,13.0,8.0,11.0,3,8,0,3
19685,Women Black Flats Sandal,3.9,Women,Flipkart,274,799,65.71%,416.0,50.0,205.0,102.0,51.0,23,43,0,2
18727,Casuals For Women  (Pink),4.0,Women,Flipkart,299,499,40.08%,2286.0,380.0,1133.0,580.0,284.0,114,176,1,2
19606,Canvas Shoes For Men  (Black),3.7,Men,Flipkart,399,999,60.06%,282.0,34.0,134.0,48.0,29.0,25,46,0,4
15559,Women Red Wedges Sandal,4.1,Women,Flipkart,682,799,14.64%,265.0,30.0,136.0,68.0,31.0,14,16,1,0
19683,Combo pack of 2 casual sneaker shoes for men Sneakers For Men  (Multicolor),3.7,Men,Flipkart,419,998,58.02%,,,,,,39,79,1,2
5040,Corporate XIV Office Formal shoes Lace Up For Men  (Black),3.8,Men,Flipkart,449,999,55.06%,45.0,6.0,24.0,8.0,3.0,2,8,0,0
7060,Men's Leather Juttis Mojri Black Jutis For Men  (Black),4.0,Men,Flipkart,249,999,75.08%,294.0,39.0,161.0,46.0,39.0,17,31,0,3
3410,Women Black Flats Sandal,4.1,Women,Flipkart,749,999,25.03%,377.0,50.0,179.0,107.0,53.0,16,22,1,1
5167,Cruxston Wn s MU IDP Running Shoes For Women  (Black),4.2,Women,Flipkart,1056,3999,73.59%,399.0,43.0,215.0,101.0,46.0,12,25,1,1
14429,Slides,3.9,Men,Flipkart,216,299,27.76%,2060.0,210.0,1024.0,384.0,277.0,139,236,1,0
